,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
50,CHEMBL251743,O=C(NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1)C1CC1,IC50,'=',1300.0,nM,5.89,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.886056647693163,O=C(NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1)C1CC1
139,CHEMBL218196,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCC=C3)C(=O)O1,IC50,'=',1300.0,nM,5.89,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.886056647693163,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCC=C3)C(=O)O1
66,CHEMBL392018,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4cc(C)n(C)n4)n[nH]c2-3)C(=O)O1,IC50,'=',1300.0,nM,5.89,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.886056647693163,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4cc(C)n(C)n4)n[nH]c2-3)C(=O)O1
229,CHEMBL391345,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(C(F)(F)F)n[nH]c2-3)C(=O)O1,IC50,'=',1300.0,nM,5.89,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.886056647693163,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(C(F)(F)F)n[nH]c2-3)C(=O)O1
698,CHEMBL249286,CCNc1n[nH]c2c1CCCc1cc(N3C[C@H](CNC(C)=O)OC3=O)ccc1-2,IC50,'=',1300.0,nM,5.89,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.886056647693163,CCNc1n[nH]c2c1CCCc1cc(N3C[C@H](CNC(C)=O)OC3=O)ccc1-2
1324,CHEMBL1172856,CNC(=O)c1cccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)c1,IC50,'=',1350.0,nM,5.87,,F,Antibacterial activity against Escherichia coli K-12 ATCC 25404 assessed as inhibition of biofilm formation after 2 hrs by confocal laser microscopic analysis,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.8696662315049934,CNC(=O)c1cccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)c1
43,CHEMBL3596796,O=C(CBr)NCC1=Cc2cc(Br)ccc2OC1(O)C(F)(F)F,IC50,'=',1400.0,nM,5.85,,F,Inhibition of bio-film formation of Escherichia coli MTCC 739 incubated for 24 hrs at 37 degC under static conditions by crystal violet staining method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.853871964321762,O=C(CBr)NCC1=Cc2cc(Br)ccc2OC1(O)C(F)(F)F
263,CHEMBL220485,CN(C)CCNC(=O)COc1c2cc(C(C)(C)C)cc1Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCN(C)C)Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCN(C)C)Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCN(C)C)C2,IC50,'=',1400.0,nM,5.85,,F,Antibacterial activity against Escherichia coli 0111:B4 assessed as LPS neutralisation by LAL assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.853871964321762,CN(C)CCNC(=O)COc1c2cc(C(C)(C)C)cc1Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCN(C)C)Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCN(C)C)Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCN(C)C)C2
238,CHEMBL389714,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CC(F)C3)c(F)c2)C(=O)O1,IC50,'=',1400.0,nM,5.85,,F,Intrinsic binding affinity to Escherichia coli ribosmes by TnT assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.853871964321762,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CC(F)C3)c(F)c2)C(=O)O1
1526,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,IC50,'=',1400.0,nM,5.85,,F,Inhibition of transcription-translation process in Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,ACS Med Chem Lett,5.853871964321762,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
94,CHEMBL398817,CC(=O)NC[C@H]1CN(c2cc(F)c3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1,IC50,'=',1400.0,nM,5.85,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.853871964321762,CC(=O)NC[C@H]1CN(c2cc(F)c3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1
226,CHEMBL248349,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccc(C#N)cc4)n[nH]c2-3)C(=O)O1,IC50,'=',1400.0,nM,5.85,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.853871964321762,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccc(C#N)cc4)n[nH]c2-3)C(=O)O1
788,CHEMBL2417983,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@H](CSCCOCCSCC(=O)N[C@H](CO)[C@H](O)c4ccc([N+](=O)[O-])cc4)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,IC50,'=',1490.0,nM,5.83,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts after 90 mins by coupled transcription/translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.826813731587726,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@H](CSCCOCCSCC(=O)N[C@H](CO)[C@H](O)c4ccc([N+](=O)[O-])cc4)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O
174,CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,IC50,'=',1500.0,nM,5.82,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.823908740944319,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
425,CHEMBL98108,CCCCCCCCCCCCCCCCOc1cccc(O)c1C(=O)O,IC50,'=',1500.0,nM,5.82,,F,Ability to inhibit autophosphorylation of NR11 and/or transphosphorylation of NR1 TCS proteins from Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.823908740944319,CCCCCCCCCCCCCCCCOc1cccc(O)c1C(=O)O
1296,CHEMBL392624,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccc(F)cc4)n[nH]c2-3)C(=O)O1,IC50,'=',1500.0,nM,5.82,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.823908740944319,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccc(F)cc4)n[nH]c2-3)C(=O)O1
1747,CHEMBL5189056,O=C1O[C@@H](CO)CN1c1ccc(-c2cccc(CO)c2)c(F)c1,IC50,'=',1500.0,nM,5.82,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.823908740944319,O=C1O[C@@H](CO)CN1c1ccc(-c2cccc(CO)c2)c(F)c1
1900,CHEMBL5197931,O=C1O[C@@H](CO)CN1c1ccc(-c2ccnc(N3CCCC3)c2)c(F)c1,IC50,'=',1500.0,nM,5.82,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.823908740944319,O=C1O[C@@H](CO)CN1c1ccc(-c2ccnc(N3CCCC3)c2)c(F)c1
750,CHEMBL376906,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](NC(=O)CCC2=CC3=Cc4c(C)cc(C)n4[B-](F)(F)[N+]3=C2)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',1500.0,nM,5.82,,F,Inhibition of ribosome function in a coupled transcription and translational assay using Escherichia coli S30 extracts,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.823908740944319,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](NC(=O)CCC2=CC3=Cc4c(C)cc(C)n4[B-](F)(F)[N+]3=C2)[C@H](C)[C@@H](O)[C@]1(C)O
80,CHEMBL418754,C=C1c2c(S)ccc(O)c2C(=O)C2C1CC1[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]1(O)C2O,IC50,'=',1500.0,nM,5.82,,F,Inhibitory activity against tetracycline uptake in everted membrane vesicles derived from Tc-resistant Escherichia coli bearing class B tetracycline resistance efflux protein (Tet),Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.823908740944319,C=C1c2c(S)ccc(O)c2C(=O)C2C1CC1[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]1(O)C2O
713,CHEMBL1922356,CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(NC(=O)CCCCP(=O)(O)O)cs3)nc2-c2csc(n2)-c2csc(n2)[C@H]([C@@H](O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C,IC50,'=',1500.0,nM,5.82,,F,Antibacterial activity against Escherichia coli S30 assessed as inhibition of protein synthesis after 75 mins by luminescence analysis,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.823908740944319,CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(NC(=O)CCCCP(=O)(O)O)cs3)nc2-c2csc(n2)-c2csc(n2)[C@H]([C@@H](O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C
1111,CHEMBL543599,CN(C(=O)CC(N)CC1CNCCO1)C1CN=C(NC(N)=O)NC1=O.Cl.Cl,IC50,'=',1500.0,nM,5.82,,F,In vitro inhibition of procaryotic translation using Escherichia coli S30 Extract system for Circular DNA.,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.823908740944319,CN(C(=O)CC(N)CC1CNCCO1)C1CN=C(NC(N)=O)NC1=O.Cl.Cl
1902,CHEMBL5173883,Nc1ncc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cn1,IC50,'=',1500.0,nM,5.82,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.823908740944319,Nc1ncc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cn1
497,CHEMBL134293,CC(=O)NC[C@H]1CN(c2ccc(OCC3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,IC50,'=',1500.0,nM,5.82,,F,In vitro inhibitory activity against protein synthesis was determined by transcription/translation assay with Escherichia coli S30 Extract System.,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.823908740944319,CC(=O)NC[C@H]1CN(c2ccc(OCC3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1
1003,CHEMBL220405,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2ccc(OCCN(C)C)cc2)C3=O)C(=O)O1,IC50,'=',1500.0,nM,5.82,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.823908740944319,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2ccc(OCCN(C)C)cc2)C3=O)C(=O)O1
766,CHEMBL2296999,S=C(N/N=C/c1ccc(Cl)cc1)N1CCNCC1,IC50,'=',1520.0,nM,5.82,,F,Antimicrobial activity against Escherichia coli NCIM 2068 assessed as growth inhibition after 24 hr by serial double dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Med Chem Res,5.818156412055227,S=C(N/N=C/c1ccc(Cl)cc1)N1CCNCC1
450,CHEMBL4170028,N=C(N)NCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCN)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](O)CN)[C@@H](O)CN)C(=O)N[C@@H](CCCCN)C(=O)NCCCCN,IC50,'=',1530.0,nM,5.82,,F,Inhibition of bacterial protein synthesis in cell-free Escherichia coli incubated for 1 hr and measured for every 20 mins by bacterial cell-free transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.815308569182402,N=C(N)NCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCN)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](O)CN)[C@@H](O)CN)C(=O)N[C@@H](CCCCN)C(=O)NCCCCN
1355,CHEMBL219054,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CS[C@H]12,IC50,'=',1560.0,nM,5.81,,F,Antibacterial activity against Escherichia coli DC0,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.806875401645538,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CS[C@H]12
423,CHEMBL2296998,COc1ccc(/C=N/NC(=S)N2CCNCC2)cc1,IC50,'=',1590.0,nM,5.8,,F,Antimicrobial activity against Escherichia coli NCIM 2068 assessed as growth inhibition after 24 hr by serial double dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Med Chem Res,5.798602875679548,COc1ccc(/C=N/NC(=S)N2CCNCC2)cc1
564,CHEMBL218906,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2cccn2C)C3=O)C(=O)O1,IC50,'=',1600.0,nM,5.8,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.795880017344075,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2cccn2C)C3=O)C(=O)O1
182,CHEMBL387734,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCC(CC#N)CC3)c(F)c2)C(=O)O1,IC50,'=',1600.0,nM,5.8,,F,Intrinsic binding affinity to Escherichia coli ribosmes by TnT assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.795880017344075,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCC(CC#N)CC3)c(F)c2)C(=O)O1
612,CHEMBL2296995,Oc1ccc(/C=N/NC(=S)N2CCNCC2)cc1,IC50,'=',1640.0,nM,5.79,,F,Antimicrobial activity against Escherichia coli NCIM 2068 assessed as growth inhibition after 24 hr by serial double dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Med Chem Res,5.785156151952302,Oc1ccc(/C=N/NC(=S)N2CCNCC2)cc1
430,CHEMBL456285,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCCOCC3)c(F)c2)C(=O)O1,IC50,'=',1670.0,nM,5.78,,F,Antibacterial activity against Escherichia coli by transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.777283528852417,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCCOCC3)c(F)c2)C(=O)O1
1323,CHEMBL437931,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCC(O)CC3)c(F)c2)C(=O)O1,IC50,'=',1700.0,nM,5.77,,F,Intrinsic binding affinity to Escherichia coli ribosmes by TnT assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.769551078621726,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCC(O)CC3)c(F)c2)C(=O)O1
1320,CHEMBL219545,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2ccncc2)C3=O)C(=O)O1,IC50,'=',1700.0,nM,5.77,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.769551078621726,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2ccncc2)C3=O)C(=O)O1
509,CHEMBL3621810,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CNCCCNC(=N)N,IC50,'=',1700.0,nM,5.77,,F,Inhibition of transcription-translation process in Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,ACS Med Chem Lett,5.769551078621726,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CNCCCNC(=N)N
1696,CHEMBL5179408,Cl.NCc1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1,IC50,'=',1700.0,nM,5.77,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.769551078621726,Cl.NCc1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1
172,CHEMBL387032,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2cccc(C#N)c2)C3=O)C(=O)O1,IC50,'=',1700.0,nM,5.77,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.769551078621726,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCC/C(=C\c2cccc(C#N)c2)C3=O)C(=O)O1
144,CHEMBL249935,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NCCc4ccccn4)n[nH]c2-3)C(=O)O1,IC50,'=',1700.0,nM,5.77,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.769551078621726,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NCCc4ccccn4)n[nH]c2-3)C(=O)O1
826,CHEMBL129788,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,IC50,'=',1700.0,nM,5.77,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.769551078621726,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl
95,CHEMBL248143,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccc(O)cc4)n[nH]c2-3)C(=O)O1,IC50,'=',1700.0,nM,5.77,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.769551078621726,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccc(O)cc4)n[nH]c2-3)C(=O)O1
611,CHEMBL2297003,Cc1ccc(/C=N/NC(=S)N2CCNCC2)cc1,IC50,'=',1740.0,nM,5.76,,F,Antimicrobial activity against Escherichia coli NCIM 2068 assessed as growth inhibition after 24 hr by serial double dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Med Chem Res,5.7594507517174005,Cc1ccc(/C=N/NC(=S)N2CCNCC2)cc1
768,CHEMBL2297000,C/C(=N/NC(=S)N1CCNCC1)c1ccccc1,IC50,'=',1760.0,nM,5.75,,F,Antimicrobial activity against Escherichia coli NCIM 2068 assessed as growth inhibition after 24 hr by serial double dilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Med Chem Res,5.7544873321858505,C/C(=N/NC(=S)N1CCNCC1)c1ccccc1
112,CHEMBL250342,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NCCCO)n[nH]c2-3)C(=O)O1,IC50,'=',1800.0,nM,5.75,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.7447274948966935,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NCCCO)n[nH]c2-3)C(=O)O1
31,CHEMBL4226343,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCn1c(-c2ccc(F)cc2)cnc1N,IC50,'=',1800.0,nM,5.75,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.7447274948966935,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCn1c(-c2ccc(F)cc2)cnc1N
67,CHEMBL251536,CCOC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1,IC50,'=',1800.0,nM,5.75,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.7447274948966935,CCOC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(-c4ccno4)n[nH]c2-3)C(=O)O1
134,CHEMBL1683404,CCN(C(=O)C[C@@H](N)CCCNC(=N)N)C1CNC(NC(N)=O)=NC1=O,IC50,'=',1800.0,nM,5.75,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.7447274948966935,CCN(C(=O)C[C@@H](N)CCCNC(=N)N)C1CNC(NC(N)=O)=NC1=O
266,CHEMBL4163022,C[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCN)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](O)CN)[C@@H](O)CN)C(=O)N/C(=C\CCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)NCCCCN,IC50,'=',1850.0,nM,5.73,,F,Inhibition of bacterial protein synthesis in cell-free Escherichia coli incubated for 1 hr and measured for every 20 mins by bacterial cell-free transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.732828271596986,C[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCN)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](O)CN)[C@@H](O)CN)C(=O)N/C(=C\CCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)NCCCCN
1046,CHEMBL249727,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NCCN4CCOCC4)n[nH]c2-3)C(=O)O1,IC50,'=',1900.0,nM,5.72,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.721246399047171,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NCCN4CCOCC4)n[nH]c2-3)C(=O)O1
1072,CHEMBL1922353,CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(NC(=O)CCCCN)cs3)nc2-c2csc(n2)-c2csc(n2)[C@H]([C@@H](O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C,IC50,'=',1900.0,nM,5.72,,F,Antibacterial activity against Escherichia coli S30 assessed as inhibition of protein synthesis after 75 mins by luminescence analysis,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.721246399047171,CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(NC(=O)CCCCN)cs3)nc2-c2csc(n2)-c2csc(n2)[C@H]([C@@H](O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C
561,CHEMBL228485,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CC(O)C3)c(F)c2)C(=O)O1,IC50,'=',1900.0,nM,5.72,,F,Intrinsic binding affinity to Escherichia coli ribosmes by TnT assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.721246399047171,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CC(O)C3)c(F)c2)C(=O)O1
625,CHEMBL403,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,IC50,'=',1900.0,nM,5.72,,F,Compound was evaluated for the inhibition of Escherichia coli TEM-1 enzyme,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.721246399047171,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
667,CHEMBL456477,COC(=O)NC[C@H]1CN(c2cc(F)c(N3CCCOCC3)c(F)c2)C(=O)O1,IC50,'=',1900.0,nM,5.72,,F,Antibacterial activity against Escherichia coli by transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.721246399047171,COC(=O)NC[C@H]1CN(c2cc(F)c(N3CCCOCC3)c(F)c2)C(=O)O1
